id,revenue
3457,14695546.135750607
3458,16009522.385312423
3459,553091583.9918046
3460,39131806.961670294
3461,6721036.423337352
3462,4495145.497175031
3463,40299167.42280233
3464,296992.15773282346
3465,36906772.91968628
3466,11221671.341956234
3467,10400357.182450676
3468,135500874.1159505
3469,1155337.85412669
3470,119381.70289340253
3471,31867139.863460995
3472,1140661.1172615916
3473,22105366.751247592
3474,73427748.72214241
3475,240665379.5969979
3476,5566983.703510634
3477,10316689.388260862
3478,10877137.773021076
3479,213753801.18716252
3480,4618603.388081338
3481,4345164.672565731
3482,2091696.5708560979
3483,365499.77632294653
3484,3308490.439213885
3485,113247585.81945962
3486,13586387.55881229
3487,134441112.7804223
3488,116056529.17582938
3489,8671822.643850338
3490,20730520.64628885
3491,12357701.618310302
3492,3582585.2297547613
3493,6777760.757682927
3494,361950.74993373296
3495,102289079.58414915
3496,6626863.725894533
3497,88617554.1255275
3498,132998027.12603854
3499,17200639.378206022
3500,66351.25088460676
3501,54419389.98225557
3502,70851066.66498852
3503,63565296.25434504
3504,45850431.3681173
3505,1979303.5253574962
3506,124286854.55650778
3507,75422326.82753763
3508,16865196.23179972
3509,11991091.356737714
3510,12531397.694315925
3511,16708279.196894111
3512,178110186.67699957
3513,6992504.319059291
3514,7015303.3179882
3515,1878333.0507842286
3516,12686626.064191919
3517,665066997.680942
3518,65884604.86788124
3519,2512649.1051384513
3520,1206734.6679149773
3521,299890.3444688249
3522,17688510.773075327
3523,16594453.02605862
3524,97328555.94847065
3525,100988052.74425831
3526,6271340.692880515
3527,8535801.483479114
3528,4151247.9058437212
3529,386712323.8591728
3530,9632632.72356451
3531,39109589.88106647
3532,82493253.77940466
3533,20652583.304086406
3534,21434357.911388665
3535,205189568.40749538
3536,12928711.6276434
3537,84254853.22865592
3538,69206331.6291657
3539,19231519.316111185
3540,9279296.437291563
3541,17344001.213474948
3542,17339286.648009654
3543,205528.58220110397
3544,29676080.90071009
3545,284703.0337133347
3546,1193731.3647165718
3547,175076324.18211734
3548,241208573.20440608
3549,2534557.6148134978
3550,21933205.97499841
3551,164580269.61851662
3552,65781283.72746839
3553,32806729.009887572
3554,109773132.29878172
3555,171470527.17449248
3556,24607841.73502698
3557,5954569.694228191
3558,239182287.6165241
3559,37957021.288004205
3560,154245.88966865436
3561,38335435.25630567
3562,10992611.450470509
3563,8547609.880427485
3564,548458.1888708776
3565,9909644.963380728
3566,76509211.61782491
3567,1230751.653973668
3568,5328887.018809542
3569,158386596.88113418
3570,885847.7463995774
3571,50550554.93115381
3572,179582589.8952478
3573,4845508.422142403
3574,12148745.112097539
3575,3471292.3711173264
3576,10475521.173208192
3577,14764594.924067259
3578,86558078.5405116
3579,29943605.09055107
3580,22670477.9295526
3581,7195003.976286442
3582,143060816.29830757
3583,422802.732432068
3584,18445868.947459787
3585,16788692.62801047
3586,23811757.862635113
3587,311266.12880293734
3588,1622172.4233030693
3589,26674410.71417197
3590,9402128.304584606
3591,383875187.444944
3592,919200.0388885112
3593,116151.25267493959
3594,3946.762049775521
3595,33787401.22869824
3596,7432837.971538654
3597,4614440.061810019
3598,30944705.42193404
3599,8538050.412672909
3600,1249299.7445439568
3601,74935.18888988518
3602,602070.2698722655
3603,7641054.1695502475
3604,4032837.5778203774
3605,55318894.60810559
3606,56664.383832641404
3607,55963382.61428922
3608,193762265.575463
3609,760308.3394677306
3610,22250350.816286996
3611,124179.66838259214
3612,3150983.3507791786
3613,3503136.563673268
3614,167768509.77224445
3615,22458555.93766203
3616,15968651.764650965
3617,6532185.770870525
3618,107750097.06815451
3619,999.2502053916629
3620,235110146.7553081
3621,267212227.48709273
3622,297574885.15043366
3623,90664686.92285274
3624,30788.797941495934
3625,3165598.0381461205
3626,28795110.150860842
3627,26494662.632181574
3628,459478761.34292907
3629,1247799.4615168856
3630,84661.58554364687
3631,119253217.65836564
3632,6564753.6868629875
3633,36319017.09837729
3634,1850884.0562277385
3635,654344.5835261077
3636,43643137.80277227
3637,552790.6342908099
3638,20489522.451701026
3639,107179815.5036977
3640,323160647.181616
3641,1693974.4250407233
3642,735814.736192829
3643,6099619.551816189
3644,5658782.126357378
3645,26295207.433005903
3646,6231938.809781281
3647,5630686.2591840895
3648,4563139.926754644
3649,15411078.001211576
3650,12885761.007278576
3651,553266991.0787185
3652,43137605.33369352
3653,248001715.5462622
3654,2215337.6304674987
3655,32131995.404871218
3656,1217599.1922883817
3657,60172.288994762
3658,3825752.5950459675
3659,139757118.19085813
3660,277552723.5874585
3661,7906185.199481515
3662,13538204.718821125
3663,532898101.3059759
3664,423614.84783699445
3665,320561.3772087933
3666,11281389.73808562
3667,125416514.47091
3668,58053673.92916192
3669,2752439.9620167864
3670,22534468.03059431
3671,16087322.914653948
3672,6721125.982518254
3673,39912204.24223554
3674,6543416.556175518
3675,333480289.48470867
3676,117651749.89225702
3677,2432308.877281149
3678,5272765.645740052
3679,58217050.329812154
3680,5092034.709477311
3681,3539128.233043133
3682,119471393.84365992
3683,4417915.978950505
3684,169301220.2003486
3685,166017526.94369802
3686,2519783.1273248047
3687,149701694.6340587
3688,2938865.78833032
3689,267916.63750728033
3690,73563293.53686099
3691,741604.762761941
3692,256326.6891560355
3693,125650453.1593482
3694,180670021.27762896
3695,31522169.387327485
3696,28215455.124313913
3697,3997360.981978146
3698,54935921.94899104
3699,3282098.86240849
3700,3399041.9889322845
3701,8529442.62584047
3702,35338.67386139417
3703,93315635.607914
3704,135982786.87926137
3705,9142364.272362053
3706,73106426.73985593
3707,402710.2706937808
3708,9279494.203470606
3709,225991301.54809168
3710,10896917.531911535
3711,2305435.6600748757
3712,34108113.72037786
3713,12536467.250168595
3714,1003331.4392751063
3715,2200228.128525634
3716,2069949.7651428592
3717,130589.58696008773
3718,1717170.2361286422
3719,91710220.04588816
3720,18151874.129724484
3721,194875.2639857247
3722,17051091.216978442
3723,416947.7530491779
3724,8043218.749498026
3725,30218564.83545636
3726,3761680.2968881135
3727,31642288.231906857
3728,121408288.85592435
3729,5674384.648785092
3730,112594849.53243054
3731,98892209.55840504
3732,358720.925524263
3733,411801733.9651206
3734,277780635.8144331
3735,6178644.588587924
3736,7585879.446950505
3737,5804850.104084545
3738,553890.3129514178
3739,2992707.1711314367
3740,1138714.0573554346
3741,6599183.63460089
3742,115868397.06856012
3743,53532747.03362852
3744,101280810.37147108
3745,24293276.46241562
3746,184343942.3303446
3747,32506.39194089284
3748,2688775.813504941
3749,7591808.581840965
3750,241354.4098685842
3751,6965062.837393004
3752,3057950.192007168
3753,3088942.1658685897
3754,55119637.97082288
3755,103306474.48911783
3756,642943.5372978257
3757,341329844.951186
3758,72077540.82318304
3759,3165610.3379709586
3760,85237077.2223612
3761,25152815.931744203
3762,306332048.3609394
3763,15213382.506625468
3764,27684307.897046924
3765,1952483.6084008394
3766,607586.780257762
3767,24810993.04892487
3768,4744032.112789117
3769,1795279.0952092414
3770,2259664.309030717
3771,16521198.894094726
3772,6247658.925018983
3773,62022205.19451746
3774,21847224.685408015
3775,142588889.5448742
3776,57820480.322955795
3777,1710639.2128899614
3778,126777.2374406203
3779,19255711.086755067
3780,159999.7052760315
3781,27800576.665895943
3782,661625.6052073818
3783,10239510.402810782
3784,901823.4816535803
3785,293482830.8303408
3786,4394937.183157137
3787,157609047.97427806
3788,522052322.5030052
3789,2541229.82995364
3790,495515.44505813945
3791,4335758.09137059
3792,24438.183918653776
3793,765448.7177004302
3794,3048263.458070415
3795,329808893.7928686
3796,4653555.867611097
3797,5741167.010080424
3798,50370911.30355853
3799,2990212.1385645545
3800,1366037.0963941396
3801,21028065.84685666
3802,119462.16716474532
3803,8616848.450122574
3804,47969.83751453977
3805,221352.16699242874
3806,50171094.642989345
3807,239072.69320371005
3808,266054.6498408481
3809,16620593.569903456
3810,1723496.5755965014
3811,10390637.038226437
3812,4482183.101814543
3813,12153.231802987226
3814,1157493.5064167336
3815,91804495.21994495
3816,164786613.25791198
3817,177310931.3175847
3818,52777658.310245916
3819,47795006.19782575
3820,115580433.14044854
3821,39416805.27975837
3822,14832190.253509704
3823,7192642.92003061
3824,2569916.4046775834
3825,14637477.321571384
3826,71157355.10417607
3827,124443497.94828333
3828,5647460.473354442
3829,19041.1677146852
3830,53091562.686264746
3831,659.2982010571895
3832,190499126.36230347
3833,8578103.528268563
3834,1475279.4052199293
3835,5596985.357542226
3836,2071870.9514813852
3837,36288629.27515573
3838,26341607.997850243
3839,750081.6376658523
3840,11151766.104171779
3841,7673753.63985331
3842,1744781.598026407
3843,5377085.1681072265
3844,798707.4523630845
3845,8063.623462142937
3846,255189.0484710817
3847,41535.02401773607
3848,342756.2026209273
3849,44926341.24304827
3850,6663223.161291116
3851,15179592.444293885
3852,2866282.5246694847
3853,87976616.24716567
3854,126810.46562868282
3855,683250.878964693
3856,14488889.591472516
3857,252803914.54556602
3858,447233.4637187258
3859,16712385.364992544
3860,8262314.086644235
3861,11129983.80890609
3862,7283315.085694352
3863,68890285.46793158
3864,10349754.85798897
3865,117310421.18844044
3866,1537199.0974866585
3867,15279031.211910805
3868,1362710.543263789
3869,60276579.490093626
3870,51254109.50289486
3871,484706280.362468
3872,7808079.2580918865
3873,17498242.610376187
3874,815168.1743721392
3875,52518261.198826924
3876,733070.4881206633
3877,49261455.04474654
3878,223023693.18534186
3879,438848836.5764444
3880,14356834.244911863
3881,29368.32058374124
3882,3741725.730511968
3883,1540882.053890881
3884,392238848.0339707
3885,2562223.2117016353
3886,45655537.44639503
3887,8182199.220743717
3888,4180184.8739140932
3889,20675842.301931612
3890,194320159.27107674
3891,5859957.329617761
3892,551129.711793243
3893,448857270.715255
3894,114776176.17089665
3895,28231950.17692432
3896,26192025.70178684
3897,5557957.664013934
3898,8170852.92214134
3899,407160839.37331885
3900,12802356.933378445
3901,972490.7724220942
3902,145177.4817728339
3903,712840.5831441145
3904,8253059.706823136
3905,9788584.977836296
3906,98055191.20488098
3907,1110912.0782322804
3908,3162425.7330382955
3909,534124.1402054932
3910,13834957.964558091
3911,2283851.49347372
3912,9619190.469622932
3913,104884322.42725074
3914,24920911.866457716
3915,405531042.167168
3916,365058.7605090991
3917,6712289.617987534
3918,5900161.080006804
3919,96036669.48136386
3920,33149609.823307507
3921,64806.00622263481
3922,14009080.400515912
3923,50933007.9868944
3924,39833790.88036937
3925,260354438.95763147
3926,1418155.9700720361
3927,191938535.16334477
3928,94761813.08771542
3929,78399441.38677698
3930,2005152.5590136256
3931,1967911.2183180691
3932,3144815.4514719737
3933,6106117.382329749
3934,83804738.47950637
3935,655.4300335694356
3936,263420.95884772646
3937,158438069.94199383
3938,14513200.160979874
3939,38909251.5239874
3940,3689017.6432812195
3941,28049756.05847457
3942,275319923.9313041
3943,647828359.0391918
3944,9161302.751881005
3945,65759633.75245986
3946,2487343.712975679
3947,89962910.89919904
3948,3927680.1432795227
3949,413402.1707001999
3950,134921.048159917
3951,9367608.890622582
3952,33379239.196389724
3953,70859111.62614836
3954,550034077.183523
3955,1952409.2319648722
3956,9531064.011081861
3957,10797422.47260262
3958,914263.654411338
3959,6353189.027932717
3960,846179.8197763499
3961,32920297.314491566
3962,628553.1820963188
3963,18186708.938196845
3964,562298906.3815162
3965,46625143.02673748
3966,11104398.59124906
3967,181223478.4527322
3968,31888228.036553912
3969,2565701.98874149
3970,25037507.639119886
3971,11810483.952600317
3972,18468257.919632543
3973,39484611.47840083
3974,171813.27247050832
3975,134300209.45367795
3976,71969806.9966776
3977,114114524.20641497
3978,227490034.51249552
3979,1530831.5451361157
3980,204058.8513845235
3981,277486.32495351
3982,3048237.227283423
3983,34334298.42964538
3984,122629895.86428097
3985,3364413.4707740047
3986,734519361.6533816
3987,19183150.502004232
3988,3129023.652086218
3989,19022623.407472342
3990,9476917.93827973
3991,638488.9995425941
3992,285938.4157891516
3993,6713265.391232548
3994,24868047.268593736
3995,25986606.21673988
3996,76956368.97582819
3997,3372438.623106267
3998,134620363.30417344
3999,7853862.00807185
4000,44767063.74554514
4001,9992287.55738327
4002,63076845.239888415
4003,119379.51350567018
4004,65807244.45083304
4005,438076.28690115036
4006,32652788.141840987
4007,426439.21247750317
4008,5184229.76828854
4009,9193472.772116346
4010,274862.3403963976
4011,18614162.21172021
4012,54455915.22670349
4013,81997105.29888304
4014,151189.4566172564
4015,47843772.065694794
4016,16170104.901105803
4017,8450985.943451544
4018,62691157.45403046
4019,337791273.43721193
4020,3073045.5504555423
4021,71963081.57011396
4022,4763800.336442089
4023,199458405.78212434
4024,25053027.14978327
4025,69822.1249036327
4026,122129609.09606099
4027,33265579.661965214
4028,2107086.3666113075
4029,88910.96919176457
4030,20841656.917792022
4031,93052082.14030829
4032,175316.2305907913
4033,64421.53306689551
4034,370253.8348112397
4035,26845001.04095213
4036,1771786.5557163593
4037,14234603.307864962
4038,3863889.881240468
4039,8453078.63039019
4040,3389168.1247893465
4041,283377.0811008411
4042,25673252.152519695
4043,6452982.403016444
4044,41216712.69294354
4045,59710326.61537292
4046,6005883.226574432
4047,554477754.3364347
4048,6593139.10238187
4049,150.93686214743656
4050,225824.79048855056
4051,519831861.7354626
4052,5781008.300010319
4053,1592795.2674558922
4054,351763.80924308434
4055,5669009.915968596
4056,3611705.626044044
4057,28390.928869310344
4058,6080301.914995627
4059,2734114.8100060127
4060,30487488.782760512
4061,214105278.3870994
4062,17121215.486706186
4063,29224304.437987063
4064,482683837.78611195
4065,130790730.80482863
4066,4878920.582067726
4067,30307519.94229863
4068,1676217.626368712
4069,19455397.45300111
4070,2925923.9983236226
4071,4024420.659228578
4072,8241681.130824672
4073,119863423.76290165
4074,160335.0118639501
4075,13425431.979407832
4076,36779263.06431971
4077,197471906.65389338
4078,2565481.581757662
4079,31734062.549763553
4080,4761171.4221646525
4081,14431010.51747173
4082,205949248.9967289
4083,74721690.33745217
4084,149562.83978319765
4085,20129465.437925726
4086,197155246.51167876
4087,12481105.313678987
4088,41558662.84537344
4089,10569265.058105575
4090,5560364.670069823
4091,10235892.675567064
4092,30993960.370498195
4093,9020141.944666825
4094,2935880.255355191
4095,243668231.5754542
4096,9722417.86493643
4097,39102869.52238273
4098,8482753.601050602
4099,2985219.8696213667
4100,71016885.65160894
4101,33425184.68922106
4102,1756579.8903466775
4103,26535109.943240702
4104,3074580.8499067114
4105,286438.8811027407
4106,2594001.3810846107
4107,408493.67446466145
4108,7821712.62774554
4109,189363.56168722973
4110,50651683.018223576
4111,4074878.286669923
4112,10554051.651392154
4113,560709.1601674431
4114,169119269.87949017
4115,6103632.899035615
4116,27874286.021391597
4117,7929346.9153519105
4118,46014076.79794708
4119,25822430.29115033
4120,700687.0247988967
4121,4975492.154189266
4122,124990861.77785017
4123,7069327.636726258
4124,38825875.885718286
4125,8586773.571684698
4126,1836341.1618123522
4127,9472909.530499551
4128,13835158.79516862
4129,1158800.50023377
4130,2224785.69807889
4131,54105133.61456388
4132,85649746.0953398
4133,22444051.351039737
4134,7590082.649035027
4135,15306195.125117863
4136,419137280.0306649
4137,5338606.763954824
4138,73691992.06432945
4139,9088904.956226885
4140,4786848.674311688
4141,4339024.291650474
4142,43857459.19932173
4143,43164350.33455308
4144,2534120.9535893286
4145,29996256.46758702
4146,1664646.4400874893
4147,47105.55461233904
4148,12844730.739693664
4149,3139775.1243488784
4150,1621253.4471068978
4151,1049070.3194279985
4152,8856173.654179892
4153,20563928.37662501
4154,801555.3565569243
4155,27875444.77600973
4156,1688368.3566627575
4157,1631325.3331522457
4158,21510909.491106015
4159,66660073.149771124
4160,305838652.4029249
4161,8204986.239801123
4162,10810738.071821481
4163,30541710.2557506
4164,776495.7487865202
4165,7458235.785891319
4166,1606473.709876038
4167,23703238.94844596
4168,1447428.8925662038
4169,1792810.316696115
4170,2660585.412080772
4171,103730494.55519105
4172,75539461.67078206
4173,2360886.9401632873
4174,6797346.482672475
4175,4410004.457754025
4176,7262432.320628593
4177,42972.314936118375
4178,488653358.62959766
4179,481424.93012440845
4180,145782807.44627175
4181,18161060.197972078
4182,5543856.69038644
4183,80148048.55703634
4184,10675656.366280027
4185,6345547.196016237
4186,7045063.45418724
4187,14121542.419829575
4188,12789851.974142615
4189,220668.8703513763
4190,26171.942774178344
4191,417939.1697211057
4192,30180.497319073947
4193,203605356.19899544
4194,132170396.70511912
4195,8460465.287137665
4196,4815616.824632015
4197,20183339.167144157
4198,482834.5644465457
4199,8206457.908315218
4200,83987801.73819596
4201,47429182.85919745
4202,9739757.712611167
4203,10367927.338639652
4204,48431943.7304363
4205,3297462.9289581003
4206,21899714.408840634
4207,359286284.61267483
4208,435192528.52401775
4209,18666949.192390222
4210,144551988.64583552
4211,27071502.246644896
4212,373881263.35328513
4213,1544238.2525003292
4214,25284741.898793086
4215,972361.4941197382
4216,2206266.54230995
4217,321909.65898834856
4218,41918890.45984284
4219,20459423.024825342
4220,14343305.341506137
4221,134696.70536721192
4222,534445.1032739817
4223,45228162.249352686
4224,2787093.783248037
4225,8316734.384459899
4226,24922397.111742068
4227,11556066.754833657
4228,14082.362030060496
4229,89060156.55038461
4230,27629409.50482501
4231,8417001.609802222
4232,6528612.595823312
4233,123055451.3905985
4234,4218162.315432276
4235,1036555.2967187657
4236,3614458.12099059
4237,1929253.115201367
4238,26866131.655934755
4239,38262956.35024729
4240,323426651.4266288
4241,268550287.466543
4242,7486927.389354206
4243,1230099.5278756465
4244,107530092.53916028
4245,1535597.104036832
4246,58931.76644178651
4247,55964760.01817302
4248,2385937.862754596
4249,33910054.95133588
4250,62227773.38258766
4251,67537.30068217583
4252,136295793.9166667
4253,45976215.09667999
4254,39879587.4619593
4255,44511694.79300256
4256,242179931.90629405
4257,52179865.80364396
4258,31577621.216525495
4259,724072.4711112471
4260,237365406.66031194
4261,3721916.6820653025
